Data,Tipo,Pratos Principais,Acompanhamentos,Bebidas,Sobremesas
2025-06-11,Jantar,Salsicha ao Molho; Bobó de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Cará; Creme de Cenoura; Canja,Suco; Café; Café com Leite,
2025-06-12,Almoço,Frango ao Forno; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Feijão Mulatinho; Arroz com Vagem; Espaguete ao Alho e Óleo",Suco,Chocolate
2025-06-12,Jantar,Estrogonofe de Frango; Quiche de Cebola,Salada Crua; Arroz com Cenoura; Cuscuz; Sopa de Feijão Vegetariana; Sopa Creme de Macaxeira com Charque,Suco; Café; Café com Leite,
2025-06-13,Almoço,Dobradinha; Abobrinha à Milanesa,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz Branco; Farofa de Banana",Suco,Fruta
2025-06-13,Jantar,Lasanha de Carne; Soja Caipira,Salada Crua; Arroz Branco; Batata-doce; Sopa de Lentilha; Mungunzá,Suco; Café; Café com Leite,
2025-06-16,Almoço,Lombo ao Molho Agridoce; Estrogonofe de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Repolho, Vagem e Milho; Feijão Macassar; Arroz Colorido; Farofa",Suco,Picolé
2025-06-16,Jantar,Frango ao Molho Pomodoro; Ratatouille,Salada Crua; Arroz com Brócolis; Macaxeira; Caldo de Legumes; Canja,Suco; Café; Café com Leite,
2025-06-17,Almoço,Bife ao Molho Madeira; Bolonhesa de Lentilha,"Salada Crua; Salada Cozida: Abobrinha, Batata e Chuchu; Feijão Macassar; Arroz com Cenoura; Quibebe",Suco,Fruta
2025-06-17,Jantar,Suíno ao Molho Madeira; Soja ao Molho de Queijo,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Cenoura; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2025-06-18,Almoço,Carne de Sol Acebolada; Empadão de Falso Camarão,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Feijão Preto; Arroz Refogado; Purê de Batata",Suco,Paçoca
2025-06-18,Jantar,Torta Madalena de Charque; Ensopado de Grão-de-bico,Salada Crua; Arroz com Ervilha; Milho Cozido; Sopa de Legumes; Canjiquinha,Suco; Café; Café com Leite,
2025-06-25,Almoço,Frango na Aveia; Lentilha ao Molho Oriental,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz com Cenoura; Quibebe",Suco,Fruta
2025-06-25,Jantar,Quiche de Charque; Fricassê de Soja,Salada Crua; Espaguete ao Alho e Óleo; Batata-doce; Caldo Verde; Sopa de Peixe,Suco; Café; Café com Leite,
